ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1_1,Q.1_2,Q.2_1,Q.2_2,Q.2_3,Q.2_4,Q.2_5,Q.2_6
m89787948291,51,福岡県,女性,未婚,無職,勤めていない,400万～500万未満,賃貸（マンション）,あり,1,0,1,0,1,0,0,0
m8971349156,34,福岡県,男性,既婚,公務員（教職員を除く）,建設業,400万～500万未満,社宅,なし,1,0,1,0,0,0,0,0
m8970765476,38,神奈川県,男性,既婚,会社員(正社員),製造業,400万～500万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m89789107023,28,三重県,女性,未婚,会社員（契約・派遣社員）,その他,100万未満,その他,なし,0,1,0,0,0,0,0,0
m89788600581,43,愛知県,女性,既婚,専業主婦,勤めていない,600万～700万未満,賃貸（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788593873,42,岡山県,女性,未婚,会社員(正社員),商社・卸売り・小売業,200万～300万未満,賃貸（マンション）,なし,1,0,0,1,1,0,0,0
m89787933117,45,広島県,男性,既婚,公務員（教職員を除く）,医療・福祉,600万～700万未満,持ち家（マンション）,あり,1,0,1,1,1,1,1,0
m89787808146,32,福岡県,男性,既婚,会社員(正社員),農業・林業・漁業・鉱業,200万～300万未満,賃貸（一戸建て）,あり,1,0,1,0,0,0,0,0
m89787738374,19,石川県,女性,未婚,学生,勤めていない,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,0,1,0,0,0
m8932127175,41,北海道,女性,未婚,無職,勤めていない,100万～200万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971475180,28,埼玉県,女性,未婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m8970798269,32,三重県,男性,未婚,公務員（教職員を除く）,その他,500万～600万未満,賃貸（アパート）,なし,1,0,0,0,0,0,1,0
m89789037082,67,大阪府,女性,既婚,専業主婦,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,1,0,1,1,1,0,0,0
m89788018864,40,静岡県,女性,未婚,会社員（契約・派遣社員）,その他,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89787697287,22,東京都,女性,未婚,会社員(正社員),農業・林業・漁業・鉱業,500万～600万未満,賃貸（アパート）,なし,1,0,1,0,0,0,0,0
m8971359911,21,東京都,女性,未婚,学生,勤めていない,100万未満,賃貸（マンション）,なし,1,0,0,0,0,1,0,0
m8971333765,54,愛知県,女性,未婚,会社員(正社員),その他,300万～400万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8970872336,43,千葉県,男性,未婚,会社員(正社員),製造業,500万～600万未満,賃貸（マンション）,なし,1,0,0,0,0,0,0,1
m8970469113,52,神奈川県,女性,既婚,専業主婦,勤めていない,400万～500万未満,持ち家（マンション）,なし,1,0,0,0,0,1,0,0
m89789879636,31,東京都,女性,既婚,専業主婦,勤めていない,600万～700万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89788203848,35,神奈川県,女性,未婚,無職,勤めていない,100万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89787769845,51,奈良県,男性,既婚,会社員(正社員),運送・輸送業,100万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8973971262,42,愛知県,女性,未婚,無職,勤めていない,100万～200万未満,持ち家（マンション）,なし,1,0,0,0,0,0,0,1
m8970733426,38,新潟県,男性,既婚,会社員(正社員),製造業,500万～600万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970664334,36,大阪府,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8970627171,46,岐阜県,男性,既婚,会社員(正社員),商社・卸売り・小売業,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789390740,36,群馬県,女性,未婚,パート・アルバイト,その他,100万未満,持ち家（一戸建て）,なし,1,0,1,0,1,0,0,0
m89789169519,47,群馬県,男性,既婚,会社員(正社員),サービス業,400万～500万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m89788966190,47,奈良県,女性,既婚,会社員(正社員),医療・福祉,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89788699953,31,兵庫県,女性,既婚,公務員（教職員を除く）,金融・証券・保険業,100万未満,賃貸（一戸建て）,なし,1,0,0,0,0,1,0,0
m89788509488,52,北海道,男性,既婚,会社員(正社員),サービス業,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788496092,41,千葉県,男性,未婚,会社員（契約・派遣社員）,サービス業,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788430902,30,東京都,女性,既婚,パート・アルバイト,サービス業,"900万～1,000万未満",賃貸（マンション）,なし,1,0,1,0,1,0,0,0
m89787782655,18,埼玉県,男性,未婚,学生,勤めていない,800万～900万未満,その他,なし,1,0,0,1,0,0,0,1
m89787722113,27,茨城県,男性,未婚,会社員(正社員),その他,"2,000万以上",持ち家（一戸建て）,なし,1,0,0,0,1,0,0,0
m8971291542,31,奈良県,男性,既婚,会社員(正社員),教育業,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,1,1,0,1,0
m8970835871,46,大阪府,男性,既婚,公務員（教職員を除く）,非営利団体,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789265268,39,愛知県,女性,既婚,医師・医療関係者,医療・福祉,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788847912,43,愛知県,女性,既婚,医師・医療関係者,医療・福祉,"1,200万～1,500万未満",持ち家（マンション）,あり,1,0,0,0,0,0,0,1
m8972183174,35,鳥取県,男性,未婚,会社員（契約・派遣社員）,製造業,500万～600万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788671700,49,兵庫県,男性,既婚,経営者・役員,建設業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,1,1,0,0,0,0
m89788608655,36,北海道,女性,既婚,会社員（契約・派遣社員）,サービス業,500万～600万未満,賃貸（マンション）,なし,1,0,1,0,1,1,0,0
m89788312600,36,愛知県,男性,既婚,無職,勤めていない,400万～500万未満,持ち家（マンション）,なし,1,0,0,1,1,1,0,0
m89787858291,42,兵庫県,男性,既婚,経営者・役員,医療・福祉,"1,500万～1,800万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8932113582,40,神奈川県,男性,未婚,パート・アルバイト,サービス業,300万～400万未満,持ち家（一戸建て）,なし,1,0,1,0,1,1,0,0
m8976428359,32,香川県,女性,未婚,無職,勤めていない,100万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8975326717,46,岡山県,男性,既婚,公務員（教職員を除く）,非営利団体,700万～800万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8971353775,51,東京都,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m89788449042,51,熊本県,女性,既婚,公務員（教職員を除く）,その他,"1,200万～1,500万未満",持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m8932862470,30,大阪府,女性,未婚,無職,勤めていない,300万～400万未満,その他,なし,1,0,1,0,0,0,0,0
m8971318818,44,愛知県,男性,未婚,会社員(正社員),製造業,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971180233,47,福島県,男性,既婚,会社員(正社員),出版・印刷業,200万～300万未満,賃貸（アパート）,あり,1,0,0,1,0,0,0,0
m89789102449,55,栃木県,女性,既婚,専業主婦,勤めていない,"1,200万～1,500万未満",持ち家（一戸建て）,なし,1,0,0,0,1,0,0,0
m89788122901,57,宮城県,女性,既婚,パート・アルバイト,サービス業,100万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89787768442,49,北海道,女性,未婚,会社員(正社員),非営利団体,200万～300万未満,賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m8972675911,26,岡山県,女性,未婚,会社員（契約・派遣社員）,医療・福祉,200万～300万未満,賃貸（マンション）,なし,1,0,0,0,1,0,0,0
m8971513733,41,奈良県,男性,既婚,会社員(正社員),製造業,400万～500万未満,賃貸（マンション）,なし,1,0,1,1,0,0,0,0
m8971372134,36,岐阜県,男性,未婚,会社員(正社員),運送・輸送業,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971053945,42,東京都,女性,既婚,無職,勤めていない,"2,000万以上",寮・下宿,あり,0,1,0,0,0,0,0,0
m8970763496,51,北海道,男性,既婚,会社員(正社員),建設業,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789640357,58,新潟県,男性,既婚,会社員(正社員),情報通信業,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m89789667759,27,千葉県,女性,未婚,会社員(正社員),教育業,300万～400万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89789098803,41,大阪府,女性,既婚,専業主婦,勤めていない,500万～600万未満,持ち家（一戸建て）,あり,1,0,1,0,0,1,0,0
m89788582809,53,山口県,男性,既婚,会社員(正社員),農業・林業・漁業・鉱業,400万～500万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m89788387685,48,鹿児島県,女性,未婚,会社員(正社員),医療・福祉,300万～400万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m89788295205,24,山梨県,女性,既婚,専業主婦,勤めていない,800万～900万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89788235594,31,東京都,男性,未婚,会社員(正社員),商社・卸売り・小売業,400万～500万未満,賃貸（アパート）,なし,1,0,1,0,1,0,0,0
m89788157697,40,岐阜県,女性,未婚,会社員(正社員),製造業,200万～300万未満,賃貸（アパート）,なし,1,0,1,0,0,0,0,0
m89788086183,37,埼玉県,女性,既婚,会社員（契約・派遣社員）,サービス業,200万～300万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89787769200,26,群馬県,女性,既婚,公務員（教職員を除く）,非営利団体,700万～800万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89787695462,47,京都府,男性,既婚,会社員(正社員),サービス業,500万～600万未満,持ち家（マンション）,あり,1,0,0,0,1,0,0,0
m893033516,57,千葉県,男性,既婚,会社員(正社員),情報通信業,500万～600万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89789295292,20,千葉県,女性,未婚,学生,勤めていない,500万～600万未満,持ち家（マンション）,なし,1,0,0,0,1,1,0,0
m89789233425,27,東京都,女性,未婚,会社員(正社員),医療・福祉,200万～300万未満,賃貸（マンション）,なし,1,0,0,0,0,0,0,1
m89788399092,24,東京都,男性,既婚,会社員(正社員),情報通信業,600万～700万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89788324968,34,北海道,男性,既婚,会社員(正社員),医療・福祉,300万～400万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,1,0
m8972098962,50,広島県,女性,既婚,会社員(正社員),製造業,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m8970805699,22,京都府,女性,未婚,学生,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89789675916,30,広島県,女性,未婚,会社員(正社員),製造業,400万～500万未満,賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m89788582262,48,静岡県,女性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m8974684054,41,高知県,男性,未婚,会社員(正社員),建設業,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971403712,25,徳島県,男性,未婚,学生,勤めていない,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m8971099945,33,愛知県,女性,既婚,パート・アルバイト,メディア・マスコミ・広告業,"1,200万～1,500万未満",寮・下宿,なし,1,0,0,0,0,1,0,0
m8970788807,41,岐阜県,女性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m8970513264,26,東京都,女性,未婚,会社員（契約・派遣社員）,メディア・マスコミ・広告業,200万～300万未満,賃貸（アパート）,なし,1,0,0,0,1,0,0,0
m8970247815,49,埼玉県,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m89789352274,34,和歌山県,女性,未婚,会社員(正社員),製造業,200万～300万未満,賃貸（アパート）,あり,1,0,1,0,1,0,1,0
m89788112178,34,東京都,女性,未婚,自由業,教育業,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89787819812,28,大阪府,女性,未婚,会社員(正社員),製造業,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,1,0,1,0,0
m89787818801,47,宮城県,男性,未婚,会社員(正社員),サービス業,600万～700万未満,持ち家（マンション）,なし,1,0,0,1,0,0,0,0
m8975912655,57,福岡県,男性,既婚,経営者・役員,電気・ガス・水道業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789816033,17,山梨県,女性,未婚,パート・アルバイト,サービス業,100万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89789586067,43,神奈川県,女性,既婚,専業主婦,勤めていない,500万～600万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89788059646,26,長野県,女性,未婚,パート・アルバイト,サービス業,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,0,1,1,0,0
m89787826766,65,福井県,女性,既婚,専業主婦,勤めていない,400万～500万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89789863297,45,千葉県,女性,既婚,医師・医療関係者,医療・福祉,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789587781,56,千葉県,男性,既婚,会社員(正社員),商社・卸売り・小売業,"1,500万～1,800万未満",持ち家（一戸建て）,あり,1,0,1,1,1,0,0,0
m89789196308,56,北海道,男性,未婚,公務員（教職員を除く）,教育業,400万～500万未満,社宅,なし,1,0,1,0,0,0,0,0
m89788465445,18,滋賀県,女性,既婚,学生,勤めていない,100万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89788162208,32,埼玉県,男性,既婚,会社員(正社員),製造業,"1,200万～1,500万未満",社宅,なし,1,0,0,1,0,0,0,0
m8935769010,38,愛知県,男性,既婚,会社員(正社員),製造業,"1,500万～1,800万未満",持ち家（一戸建て）,あり,1,0,1,1,1,1,1,1
m8971295546,43,愛知県,女性,未婚,自由業,サービス業,400万～500万未満,賃貸（マンション）,あり,1,0,1,0,0,0,0,0
m8971151350,56,三重県,女性,既婚,パート・アルバイト,商社・卸売り・小売業,100万～200万未満,賃貸（アパート）,あり,1,0,0,0,1,0,0,0
m8970817801,43,香川県,男性,既婚,会社員(正社員),メディア・マスコミ・広告業,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788938111,16,神奈川県,女性,未婚,学生,勤めていない,400万～500万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788191641,58,北海道,女性,既婚,専業主婦,勤めていない,200万～300万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89787888378,32,東京都,女性,未婚,無職,勤めていない,200万～300万未満,寮・下宿,なし,0,1,0,0,0,0,0,0
m8975193623,27,兵庫県,女性,未婚,会社員(正社員),メディア・マスコミ・広告業,700万～800万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
